	isTF_expressed	isTF_expressionRegulons	isTF_TFBSRegulons	isTF_finalRegulons	DividingGMCs-2	EarlyGCs-3	EarlyGMCs-1	Intercells-7	LateGCs-4	SCs-6	SMCs-5	Stage0to2-0
BdiBd21-3.3G0220500	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.1	0.0
BdiBd21-3.3G0220700	1	1	1	0	2.0	0.8	0.8	0.4	0.4	0.0	0.4	5.1
BdiBd21-3.3G0221500	1	1	1	1	24.7	21.4	15.3	7.1	14.2	24.8	13.0	44.4
BdiBd21-3.3G0221700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0221800	1	1	0	0	0.4	1.2	1.7	2.6	0.8	2.8	1.1	0.6
BdiBd21-3.3G0232400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0232700	1	1	1	1	2.4	3.1	1.4	0.4	1.6	0.8	0.3	14.5
BdiBd21-3.3G0234400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0234800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0236200	0	0	0	0								
BdiBd21-3.3G0236400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.3G0240800	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0241200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0244400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0244600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0244700	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0244800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0245000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0247400	0	0	0	0								
BdiBd21-3.3G0247500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0248900	1	1	1	1	37.3	54.0	52.3	12.5	18.2	22.5	22.4	51.7
BdiBd21-3.3G0249000	0	0	0	0								
BdiBd21-3.3G0257300	1	1	0	0	8.6	15.5	12.1	1.1	27.5	25.5	2.4	26.3
BdiBd21-3.3G0259200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0261200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0261300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0263600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0264000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0264400	1	1	0	0	0.4	0.8	3.1	0.3	0.0	6.0	0.5	2.8
BdiBd21-3.3G0274100	1	1	1	0	7.1	2.4	2.5	0.7	1.2	1.6	1.3	9.1
BdiBd21-3.3G0275200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0278900	1	1	1	0	0.4	0.0	0.3	0.4	0.4	2.2	0.7	2.8
BdiBd21-3.3G0285000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0286300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0286500	1	1	0	0	2.0	0.0	0.6	0.0	0.0	0.2	0.1	5.1
BdiBd21-3.3G0298200	1	1	1	0	0.8	0.0	0.3	0.0	0.0	0.0	0.0	0.4
BdiBd21-3.3G0298300	1	1	1	0	2.0	0.6	0.6	0.0	0.4	0.3	0.4	5.9
BdiBd21-3.3G0299100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.3G0300300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0306400	1	1	0	0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0
BdiBd21-3.3G0308300	1	1	1	0	0.8	0.2	0.0	0.1	0.0	0.2	0.0	1.0
BdiBd21-3.3G0308400	1	1	1	0	2.0	6.5	1.1	0.1	4.9	0.3	0.0	2.2
BdiBd21-3.3G0311200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0323200	0	0	0	0								
BdiBd21-3.3G0324900	1	1	0	0	2.0	0.8	1.4	1.9	0.0	0.0	1.5	4.8
BdiBd21-3.3G0326400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0326900	1	1	0	0	3.5	4.1	3.4	0.3	4.9	0.8	0.5	4.0
BdiBd21-3.3G0327700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0333600	1	1	1	0	5.1	4.7	4.5	0.3	0.0	0.3	0.4	4.2
BdiBd21-3.3G0336100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0342100	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0342500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0345300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0345400	1	1	0	0	1.6	2.2	1.1	0.1	0.4	0.5	0.1	1.2
BdiBd21-3.3G0355100	1	1	1	0	1.2	0.2	0.3	0.0	0.4	0.3	0.1	1.0
BdiBd21-3.3G0357300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0357800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0364000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0375800	1	1	1	0	0.4	0.2	0.0	0.4	0.0	0.2	0.1	1.2
BdiBd21-3.3G0376300	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0378000	1	1	1	0	2.7	1.2	0.0	0.0	0.0	0.0	1.1	3.8
BdiBd21-3.3G0378200	1	1	1	1	8.2	1.0	1.4	1.1	7.3	0.3	4.7	11.1
BdiBd21-3.3G0385200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0392000	1	1	0	0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
BdiBd21-3.3G0393000	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0399500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0400200	1	1	1	1	1.2	5.9	1.7	2.5	3.2	10.4	2.3	8.5
BdiBd21-3.3G0412500	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0415700	1	1	1	1	14.5	22.4	7.1	0.3	26.7	1.6	0.7	3.2
BdiBd21-3.3G0417900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.3G0418600	1	1	1	0	3.1	7.5	1.4	0.2	3.6	2.4	0.5	4.6
BdiBd21-3.3G0419000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0419400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0420400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0430400	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0
BdiBd21-3.3G0433900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.3G0434100	1	1	1	0	0.4	0.8	0.8	0.0	0.0	0.8	0.6	3.0
BdiBd21-3.3G0435700	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0436300	1	1	1	1	9.8	11.2	4.2	0.4	21.1	4.9	0.1	11.7
BdiBd21-3.3G0437000	1	1	1	1	12.5	6.9	7.1	1.0	3.2	4.7	1.0	15.6
BdiBd21-3.3G0437200	1	1	1	0	0.0	0.4	0.0	0.0	0.0	0.2	0.2	0.8
BdiBd21-3.3G0437600	1	1	1	1	0.0	4.3	0.0	0.2	45.7	0.0	0.3	1.0
BdiBd21-3.3G0440100	1	1	1	1	62.7	28.9	4.2	0.8	1.2	1.6	3.4	34.3
BdiBd21-3.3G0440500	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0440600	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0442000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0443000	1	1	0	0	0.0	0.0	1.1	0.0	0.0	0.2	0.0	0.0
BdiBd21-3.3G0444600	1	1	0	0	0.0	0.4	0.0	0.0	2.0	0.2	0.0	0.2
BdiBd21-3.3G0447300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0448400	1	1	1	1	2.0	2.2	4.8	1.0	0.0	1.1	2.1	20.8
BdiBd21-3.3G0451200	1	1	1	1	11.4	3.7	12.7	0.6	1.2	0.5	3.7	34.1
BdiBd21-3.3G0453000	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0454800	1	1	1	0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0457500	1	1	0	0	0.8	0.6	2.5	0.3	0.0	0.9	0.4	1.6
BdiBd21-3.3G0458900	1	1	0	0	6.3	3.7	2.5	0.5	0.0	1.6	0.4	4.4
BdiBd21-3.3G0460400	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0463100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0467400	1	1	1	1	70.6	56.0	44.4	7.0	27.9	17.9	15.4	48.5
BdiBd21-3.3G0471300	1	1	1	0	4.3	4.1	2.0	0.1	1.2	2.1	0.6	9.1
BdiBd21-3.3G0476200	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0477700	1	1	0	0	0.0	0.2	1.7	0.8	4.0	0.8	0.3	1.6
BdiBd21-3.3G0481300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0481500	1	1	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0482100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0482200	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0482800	1	1	0	0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0483100	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2
BdiBd21-3.3G0484100	1	1	0	0	0.0	1.8	0.3	1.1	15.0	0.9	0.0	0.4
BdiBd21-3.3G0484600	1	1	1	0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0486700	1	1	0	0	0.4	0.6	0.0	0.0	0.0	0.0	0.0	6.5
BdiBd21-3.3G0487000	1	1	0	0	1.2	5.7	2.5	0.0	25.5	0.6	0.2	2.6
BdiBd21-3.3G0487100	1	1	1	1	1.6	13.8	0.6	0.2	17.4	3.0	0.0	9.3
BdiBd21-3.3G0487300	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0491900	1	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0494800	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BdiBd21-3.3G0497300	0	0	0	0								
BdiBd21-3.3G0498700	0	0	0	0								
BdiBd21-3.3G0499500	0	0	0	0								
BdiBd21-3.3G0500000	0	0	0	0								
BdiBd21-3.3G0503400	0	0	0	0								
BdiBd21-3.3G0504400	0	0	0	0								
BdiBd21-3.3G0504800	0	0	0	0								
BdiBd21-3.3G0505300	0	0	0	0								
BdiBd21-3.3G0506700	0	0	0	0								
BdiBd21-3.3G0507700	0	0	0	0								
BdiBd21-3.3G0508600	0	0	0	0								
BdiBd21-3.3G0509900	0	0	0	0								
BdiBd21-3.3G0510700	0	0	0	0								
BdiBd21-3.3G0511500	0	0	0	0								
BdiBd21-3.3G0512100	0	0	0	0								
BdiBd21-3.3G0512700	0	0	0	0								
BdiBd21-3.3G0513400	0	0	0	0								
BdiBd21-3.3G0514200	0	0	0	0								
BdiBd21-3.3G0514300	0	0	0	0								
BdiBd21-3.3G0517000	0	0	0	0								
BdiBd21-3.3G0518600	0	0	0	0								
BdiBd21-3.3G0519100	0	0	0	0								
BdiBd21-3.3G0521700	0	0	0	0								
BdiBd21-3.3G0525100	0	0	0	0								
BdiBd21-3.3G0526500	0	0	0	0								
BdiBd21-3.3G0527100	0	0	0	0								
BdiBd21-3.3G0527700	0	0	0	0								
BdiBd21-3.3G0528400	0	0	0	0								
BdiBd21-3.3G0528700	0	0	0	0								
BdiBd21-3.3G0530700	0	0	0	0								
BdiBd21-3.3G0532100	0	0	0	0								
BdiBd21-3.3G0533400	0	0	0	0								
BdiBd21-3.3G0534000	0	0	0	0								
BdiBd21-3.3G0536700	0	0	0	0								
BdiBd21-3.3G0540500	0	0	0	0								
BdiBd21-3.3G0545000	0	0	0	0								
BdiBd21-3.3G0545100	0	0	0	0								
BdiBd21-3.3G0546000	0	0	0	0								
BdiBd21-3.3G0548100	0	0	0	0								
BdiBd21-3.3G0548600	0	0	0	0								
BdiBd21-3.3G0548900	0	0	0	0								
BdiBd21-3.3G0549300	0	0	0	0								
BdiBd21-3.3G0549400	0	0	0	0								
BdiBd21-3.3G0553200	0	0	0	0								
BdiBd21-3.3G0555100	0	0	0	0								
BdiBd21-3.3G0555200	0	0	0	0								
BdiBd21-3.3G0555300	0	0	0	0								
BdiBd21-3.3G0555600	0	0	0	0								
BdiBd21-3.3G0557400	0	0	0	0								
BdiBd21-3.3G0558100	0	0	0	0								
BdiBd21-3.3G0559800	0	0	0	0								
BdiBd21-3.3G0560900	0	0	0	0								
BdiBd21-3.3G0563200	0	0	0	0								
BdiBd21-3.3G0563300	0	0	0	0								
BdiBd21-3.3G0571000	0	0	0	0								
BdiBd21-3.3G0579200	0	0	0	0								
BdiBd21-3.3G0581000	0	0	0	0								
BdiBd21-3.3G0582100	0	0	0	0								
BdiBd21-3.3G0585100	0	0	0	0								
BdiBd21-3.3G0588700	0	0	0	0								
BdiBd21-3.3G0590000	0	0	0	0								
BdiBd21-3.3G0590900	0	0	0	0								
BdiBd21-3.3G0593500	0	0	0	0								
BdiBd21-3.3G0598600	0	0	0	0								
BdiBd21-3.3G0599700	0	0	0	0								
BdiBd21-3.3G0600600	0	0	0	0								
BdiBd21-3.3G0601600	0	0	0	0								
BdiBd21-3.3G0602300	0	0	0	0								
BdiBd21-3.3G0602400	0	0	0	0								
BdiBd21-3.3G0602600	0	0	0	0								
BdiBd21-3.3G0603700	0	0	0	0								
BdiBd21-3.3G0603900	0	0	0	0								
BdiBd21-3.3G0605400	0	0	0	0								
BdiBd21-3.3G0608800	0	0	0	0								
BdiBd21-3.3G0610300	0	0	0	0								
BdiBd21-3.3G0613900	0	0	0	0								
BdiBd21-3.3G0614000	0	0	0	0								
BdiBd21-3.3G0615500	0	0	0	0								
BdiBd21-3.3G0618900	0	0	0	0								
BdiBd21-3.3G0620200	0	0	0	0								
BdiBd21-3.3G0620300	0	0	0	0								
BdiBd21-3.3G0622200	0	0	0	0								
BdiBd21-3.3G0622400	0	0	0	0								
BdiBd21-3.3G0622500	0	0	0	0								
BdiBd21-3.3G0623900	0	0	0	0								
BdiBd21-3.3G0631500	0	0	0	0								
BdiBd21-3.3G0631700	0	0	0	0								
BdiBd21-3.3G0634500	0	0	0	0								
BdiBd21-3.3G0637700	0	0	0	0								
BdiBd21-3.3G0639000	0	0	0	0								
BdiBd21-3.3G0640400	0	0	0	0								
BdiBd21-3.3G0640600	0	0	0	0								
BdiBd21-3.3G0642200	0	0	0	0								
BdiBd21-3.3G0645400	0	0	0	0								
BdiBd21-3.3G0649200	0	0	0	0								
BdiBd21-3.3G0652700	0	0	0	0								
BdiBd21-3.3G0652800	0	0	0	0								
BdiBd21-3.3G0654400	0	0	0	0								
BdiBd21-3.3G0658200	0	0	0	0								
BdiBd21-3.3G0660200	0	0	0	0								
BdiBd21-3.3G0661900	0	0	0	0								
BdiBd21-3.3G0662000	0	0	0	0								
BdiBd21-3.3G0663100	0	0	0	0								
BdiBd21-3.3G0663300	0	0	0	0								
BdiBd21-3.3G0664400	0	0	0	0								
BdiBd21-3.3G0664600	0	0	0	0								
BdiBd21-3.3G0665300	0	0	0	0								
BdiBd21-3.3G0665600	0	0	0	0								
BdiBd21-3.3G0667600	0	0	0	0								
BdiBd21-3.3G0669400	0	0	0	0								
BdiBd21-3.3G0669600	0	0	0	0								
BdiBd21-3.3G0670700	0	0	0	0								
BdiBd21-3.3G0670800	0	0	0	0								
BdiBd21-3.3G0670900	0	0	0	0								
BdiBd21-3.3G0673000	0	0	0	0								
BdiBd21-3.3G0673100	0	0	0	0								
BdiBd21-3.3G0675300	0	0	0	0								
BdiBd21-3.3G0677200	0	0	0	0								
BdiBd21-3.3G0680100	0	0	0	0								
BdiBd21-3.3G0681400	0	0	0	0								
BdiBd21-3.3G0682400	0	0	0	0								
BdiBd21-3.3G0682900	0	0	0	0								
BdiBd21-3.3G0683900	0	0	0	0								
BdiBd21-3.3G0684100	0	0	0	0								
BdiBd21-3.3G0684300	0	0	0	0								
BdiBd21-3.3G0684700	0	0	0	0								
BdiBd21-3.3G0685600	0	0	0	0								
BdiBd21-3.3G0686200	0	0	0	0								
BdiBd21-3.3G0686600	0	0	0	0								
BdiBd21-3.3G0688100	0	0	0	0								
BdiBd21-3.3G0691200	0	0	0	0								
BdiBd21-3.3G0692600	0	0	0	0								
BdiBd21-3.3G0693200	0	0	0	0								
BdiBd21-3.3G0694200	0	0	0	0								
BdiBd21-3.3G0695200	0	0	0	0								
BdiBd21-3.3G0696000	0	0	0	0								
BdiBd21-3.3G0698900	0	0	0	0								
BdiBd21-3.3G0699100	0	0	0	0								
BdiBd21-3.3G0699400	0	0	0	0								
BdiBd21-3.3G0699900	0	0	0	0								
BdiBd21-3.3G0702000	0	0	0	0								
BdiBd21-3.3G0707200	0	0	0	0								
BdiBd21-3.3G0715300	0	0	0	0								
BdiBd21-3.3G0715800	0	0	0	0								
BdiBd21-3.3G0716300	0	0	0	0								
BdiBd21-3.3G0723600	0	0	0	0								
BdiBd21-3.3G0724600	0	0	0	0								
BdiBd21-3.3G0725800	0	0	0	0								
BdiBd21-3.3G0729900	0	0	0	0								
BdiBd21-3.3G0733500	0	0	0	0								
BdiBd21-3.3G0737100	0	0	0	0								
BdiBd21-3.3G0737900	0	0	0	0								
BdiBd21-3.3G0740700	0	0	0	0								
BdiBd21-3.3G0741700	0	0	0	0								
BdiBd21-3.3G0743300	0	0	0	0								
BdiBd21-3.3G0744500	0	0	0	0								
BdiBd21-3.3G0744800	0	0	0	0								
BdiBd21-3.3G0745400	0	0	0	0								
BdiBd21-3.3G0745800	0	0	0	0								
BdiBd21-3.3G0746000	0	0	0	0								
BdiBd21-3.3G0746900	0	0	0	0								
BdiBd21-3.3G0750700	0	0	0	0								
BdiBd21-3.3G0752300	0	0	0	0								
BdiBd21-3.3G0753700	0	0	0	0								
BdiBd21-3.3G0754000	0	0	0	0								
BdiBd21-3.3G0756900	0	0	0	0								
BdiBd21-3.3G0757200	0	0	0	0								
BdiBd21-3.3G0757500	0	0	0	0								
BdiBd21-3.3G0758500	0	0	0	0								
BdiBd21-3.3G0762200	0	0	0	0								
BdiBd21-3.3G0762900	0	0	0	0								
BdiBd21-3.3G0763800	0	0	0	0								
BdiBd21-3.3G0764800	0	0	0	0								
BdiBd21-3.3G0765500	0	0	0	0								
BdiBd21-3.3G0766900	0	0	0	0								
BdiBd21-3.3G0767500	0	0	0	0								
BdiBd21-3.3G0770100	0	0	0	0								
BdiBd21-3.3G0772100	0	0	0	0								
BdiBd21-3.3G0774700	0	0	0	0								
BdiBd21-3.3G0777000	0	0	0	0								
BdiBd21-3.3G0780900	0	0	0	0								
BdiBd21-3.3G0781000	0	0	0	0								
BdiBd21-3.3G0782000	0	0	0	0								
BdiBd21-3.3G0782300	0	0	0	0								
BdiBd21-3.3G0782400	0	0	0	0								
BdiBd21-3.3G0786500	0	0	0	0								
BdiBd21-3.3G0788300	0	0	0	0								
BdiBd21-3.3G0790500	0	0	0	0								
BdiBd21-3.3G0791600	0	0	0	0								
BdiBd21-3.3G0792700	0	0	0	0								
BdiBd21-3.3G0794600	0	0	0	0								
BdiBd21-3.3G0801700	0	0	0	0								
BdiBd21-3.3G0804500	0	0	0	0								
BdiBd21-3.4G0002800	0	0	0	0								
BdiBd21-3.4G0007000	0	0	0	0								
BdiBd21-3.4G0010000	0	0	0	0								
BdiBd21-3.4G0010100	0	0	0	0								
BdiBd21-3.4G0012800	0	0	0	0								
BdiBd21-3.4G0014800	0	0	0	0								
BdiBd21-3.4G0015700	0	0	0	0								
BdiBd21-3.4G0017600	0	0	0	0								
BdiBd21-3.4G0019800	0	0	0	0								
BdiBd21-3.4G0020400	0	0	0	0								
BdiBd21-3.4G0021000	0	0	0	0								
BdiBd21-3.4G0021900	0	0	0	0								
BdiBd21-3.4G0022900	0	0	0	0								
BdiBd21-3.4G0023900	0	0	0	0								
BdiBd21-3.4G0024100	0	0	0	0								
BdiBd21-3.4G0029100	0	0	0	0								
BdiBd21-3.4G0029300	0	0	0	0								
BdiBd21-3.4G0031800	0	0	0	0								
BdiBd21-3.4G0033000	0	0	0	0								
BdiBd21-3.4G0033300	0	0	0	0								
BdiBd21-3.4G0033800	0	0	0	0								
BdiBd21-3.4G0034100	0	0	0	0								
BdiBd21-3.4G0037200	0	0	0	0								
BdiBd21-3.4G0038100	0	0	0	0								
BdiBd21-3.4G0038200	0	0	0	0								
BdiBd21-3.4G0038300	0	0	0	0								
BdiBd21-3.4G0038400	0	0	0	0								
BdiBd21-3.4G0039400	0	0	0	0								
BdiBd21-3.4G0040900	0	0	0	0								
BdiBd21-3.4G0043700	0	0	0	0								
BdiBd21-3.4G0044200	0	0	0	0								
BdiBd21-3.4G0044500	0	0	0	0								
BdiBd21-3.4G0051100	0	0	0	0								
BdiBd21-3.4G0052400	0	0	0	0								
BdiBd21-3.4G0053600	0	0	0	0								
BdiBd21-3.4G0056800	0	0	0	0								
BdiBd21-3.4G0062200	0	0	0	0								
BdiBd21-3.4G0063600	0	0	0	0								
BdiBd21-3.4G0085700	0	0	0	0								
BdiBd21-3.4G0086000	0	0	0	0								
BdiBd21-3.4G0089600	0	0	0	0								
BdiBd21-3.4G0091100	0	0	0	0								
BdiBd21-3.4G0093400	0	0	0	0								
BdiBd21-3.4G0096900	0	0	0	0								
BdiBd21-3.4G0102000	0	0	0	0								
BdiBd21-3.4G0102700	0	0	0	0								
BdiBd21-3.4G0104400	0	0	0	0								
BdiBd21-3.4G0109200	0	0	0	0								
BdiBd21-3.4G0111000	0	0	0	0								
BdiBd21-3.4G0112900	0	0	0	0								
BdiBd21-3.4G0123800	0	0	0	0								
BdiBd21-3.4G0126100	0	0	0	0								
BdiBd21-3.4G0126300	0	0	0	0								
BdiBd21-3.4G0126400	0	0	0	0								
BdiBd21-3.4G0126500	0	0	0	0								
BdiBd21-3.4G0126600	0	0	0	0								
BdiBd21-3.4G0126700	0	0	0	0								
BdiBd21-3.4G0126800	0	0	0	0								
BdiBd21-3.4G0127100	0	0	0	0								
BdiBd21-3.4G0127200	0	0	0	0								
BdiBd21-3.4G0127300	0	0	0	0								
BdiBd21-3.4G0127400	0	0	0	0								
BdiBd21-3.4G0127500	0	0	0	0								
BdiBd21-3.4G0128100	0	0	0	0								
BdiBd21-3.4G0128300	0	0	0	0								
BdiBd21-3.4G0128500	0	0	0	0								
BdiBd21-3.4G0128600	0	0	0	0								
BdiBd21-3.4G0128700	0	0	0	0								
BdiBd21-3.4G0132100	0	0	0	0								
BdiBd21-3.4G0132900	0	0	0	0								
BdiBd21-3.4G0138900	0	0	0	0								
BdiBd21-3.4G0158200	0	0	0	0								
BdiBd21-3.4G0158700	0	0	0	0								
BdiBd21-3.4G0165500	0	0	0	0								
BdiBd21-3.4G0167400	0	0	0	0								
BdiBd21-3.4G0175600	0	0	0	0								
BdiBd21-3.4G0181100	0	0	0	0								
BdiBd21-3.4G0190700	0	0	0	0								
BdiBd21-3.4G0195400	0	0	0	0								
BdiBd21-3.4G0198000	0	0	0	0								
BdiBd21-3.4G0198100	0	0	0	0								
BdiBd21-3.4G0198200	0	0	0	0								
BdiBd21-3.4G0198700	0	0	0	0								
BdiBd21-3.4G0210100	0	0	0	0								
BdiBd21-3.4G0213100	0	0	0	0								
BdiBd21-3.4G0218300	0	0	0	0								
BdiBd21-3.4G0227400	0	0	0	0								
BdiBd21-3.4G0233500	0	0	0	0								
BdiBd21-3.4G0234500	0	0	0	0								
BdiBd21-3.4G0236600	0	0	0	0								
BdiBd21-3.4G0236800	0	0	0	0								
BdiBd21-3.4G0242100	0	0	0	0								
BdiBd21-3.4G0242200	0	0	0	0								
BdiBd21-3.4G0243500	0	0	0	0								
BdiBd21-3.4G0253300	0	0	0	0								
BdiBd21-3.4G0254200	0	0	0	0								
BdiBd21-3.4G0254800	0	0	0	0								
BdiBd21-3.4G0264500	0	0	0	0								
BdiBd21-3.4G0265500	0	0	0	0								
BdiBd21-3.4G0266100	0	0	0	0								
BdiBd21-3.4G0267200	0	0	0	0								
BdiBd21-3.4G0267700	0	0	0	0								
BdiBd21-3.4G0272900	0	0	0	0								
BdiBd21-3.4G0285500	0	0	0	0								
BdiBd21-3.4G0292700	0	0	0	0								
BdiBd21-3.4G0294200	0	0	0	0								
BdiBd21-3.4G0304000	0	0	0	0								
BdiBd21-3.4G0308500	0	0	0	0								
BdiBd21-3.4G0310500	0	0	0	0								
BdiBd21-3.4G0311200	0	0	0	0								
BdiBd21-3.4G0314100	0	0	0	0								
BdiBd21-3.4G0316300	0	0	0	0								
BdiBd21-3.4G0317300	0	0	0	0								
BdiBd21-3.4G0318100	0	0	0	0								
BdiBd21-3.4G0325000	0	0	0	0								
BdiBd21-3.4G0329400	0	0	0	0								
BdiBd21-3.4G0330200	0	0	0	0								
BdiBd21-3.4G0330400	0	0	0	0								
BdiBd21-3.4G0336600	0	0	0	0								
BdiBd21-3.4G0338100	0	0	0	0								
BdiBd21-3.4G0338600	0	0	0	0								
BdiBd21-3.4G0340300	0	0	0	0								
BdiBd21-3.4G0346000	0	0	0	0								
BdiBd21-3.4G0349200	0	0	0	0								
BdiBd21-3.4G0350500	0	0	0	0								
BdiBd21-3.4G0351600	0	0	0	0								
BdiBd21-3.4G0352600	0	0	0	0								
