Label,Value,Area (µm²),Center_X,Center_Y,Center_Z
538626,45.4109,45.4109,10.5901,119.033,0.249995
538370,80.493,80.493,8.30143,-53.1683,0.249995
538242,19.9095,19.9095,6.2189,-186.114,0.249995
538306,24.0958,24.0958,13.6439,-191.694,0.249995
538722,60.4394,60.4394,-0.595301,-188.336,0.249995
538978,12.547,12.547,2.5792,-18.5193,0.249995
538338,97.8381,97.8381,-5.74023,-91.2136,0.249995
538514,38.3308,38.3308,9.69967,-15.1805,0.249995
538962,12.6226,12.6226,-11.3444,-135.598,0.249995
538834,20.4859,20.4859,-5.37829,-129.294,0.249995
538674,63.0839,63.0839,-2.13018,86.3385,0.249995
538994,61.1365,61.1365,17.9626,23.6777,0.249995
538634,59.4331,59.4331,17.4521,59.8755,0.249995
538954,15.1407,15.1407,-11.8374,-172.654,0.249995
537930,43.5163,43.5163,10.4434,178.796,0.249995
538826,44.2011,44.2011,-9.19225,-23.2248,0.249995
538058,46.8078,46.8078,17.4715,145.569,0.249995
538666,21.1965,21.1965,14.0391,-64.5231,0.249995
538922,28.1604,28.1604,10.5878,173.071,0.249995
538410,60.8776,60.8776,9.04134,-31.4458,0.249995
538730,71.7246,71.7246,4.0004,117.771,0.249995
538986,14.0116,14.0116,9.98318,1.6894,0.249995
538906,45.3462,45.3462,10.5235,142.16,0.249995
