p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BdiBd21-3.3G0676600	5.96989851386294e-37	0.868687190208777	0.198	0.046	2.33231995139597e-32	0	BdiBd21-3.3G0676600
BdiBd21-3.1G0594000	6.16839838208695e-37	0.686072939735736	0.244	0.066	2.40986987991373e-32	0	BdiBd21-3.1G0594000
BdiBd21-3.1G0832400	6.26499258096626e-37	1.00738039760568	0.139	0.024	2.4476073015319e-32	0	BdiBd21-3.1G0832400
BdiBd21-3.1G0134000	6.62875743431832e-37	1.05563695516148	0.162	0.032	2.58972295443948e-32	0	BdiBd21-3.1G0134000
BdiBd21-3.3G0701100	6.8111320912598e-37	0.308760226192229	0.299	0.09	2.66097308541338e-32	0	BdiBd21-3.3G0701100
BdiBd21-3.1G0739300	6.93302285688381e-37	0.361899442653473	0.44	0.16	2.70859336972737e-32	0	BdiBd21-3.1G0739300
BdiBd21-3.2G0129100	6.95349126273476e-37	0.262012512048363	0.362	0.12	2.71658996652522e-32	0	BdiBd21-3.2G0129100
BdiBd21-3.1G0694200	7.01497925442783e-37	0.945016098630367	0.186	0.041	2.74061209511987e-32	0	BdiBd21-3.1G0694200
BdiBd21-3.5G0284500	7.10517972161815e-37	0.411498512484005	0.426	0.156	2.77585161364178e-32	0	BdiBd21-3.5G0284500
BdiBd21-3.2G0393100	7.43558629306684e-37	0.387637791893507	0.451	0.165	2.90493485297535e-32	0	BdiBd21-3.2G0393100
BdiBd21-3.3G0003200	7.49143762595808e-37	1.29255699201245	0.145	0.026	2.9267548517093e-32	0	BdiBd21-3.3G0003200
BdiBd21-3.4G0056200	7.51727404694422e-37	0.723013673339715	0.174	0.036	2.93684862466017e-32	0	BdiBd21-3.4G0056200
BdiBd21-3.3G0018800	7.630573725168e-37	0.336912975300315	0.576	0.231	2.98111254294863e-32	0	BdiBd21-3.3G0018800
BdiBd21-3.5G0207300	7.83702631260465e-37	0.644660630139599	0.147	0.027	3.06176943980838e-32	0	BdiBd21-3.5G0207300
BdiBd21-3.5G0363200	8.017530308772e-37	0.414974620949768	0.358	0.118	3.13228874103104e-32	0	BdiBd21-3.5G0363200
BdiBd21-3.2G0227500	8.04904963646558e-37	0.527550989309848	0.711	0.331	3.14460271197437e-32	0	BdiBd21-3.2G0227500
BdiBd21-3.1G0612500	8.65476106911596e-37	0.360916335720559	0.477	0.182	3.38124205448222e-32	0	BdiBd21-3.1G0612500
BdiBd21-3.3G0626100	8.96804407282653e-37	0.132835313183796	0.541	0.21	3.50363545837187e-32	0	BdiBd21-3.3G0626100
BdiBd21-3.1G0459900	9.01488846015937e-37	0.175380340574642	0.471	0.173	3.52193662361506e-32	0	BdiBd21-3.1G0459900
BdiBd21-3.3G0599400	9.03647152381358e-37	0.20267822698345	0.281	0.082	3.53036869492349e-32	0	BdiBd21-3.3G0599400
BdiBd21-3.3G0085500	9.04822007138768e-37	0.531979068066897	0.251	0.069	3.53495861748974e-32	0	BdiBd21-3.3G0085500
BdiBd21-3.3G0614000	9.12238047435918e-37	0.852438985820658	0.194	0.045	3.56393160372264e-32	0	BdiBd21-3.3G0614000
BdiBd21-3.1G0072800	9.56802115656878e-37	0.473334999176055	0.616	0.263	3.73803450544829e-32	0	BdiBd21-3.1G0072800
BdiBd21-3.2G0033200	9.58104451024581e-37	1.18999623354026	0.127	0.02	3.74312246926283e-32	0	BdiBd21-3.2G0033200
BdiBd21-3.3G0077400	9.63894703777859e-37	0.281251838970892	0.242	0.065	3.76574382871934e-32	0	BdiBd21-3.3G0077400
BdiBd21-3.1G0244200	9.90455665031506e-37	0.869274876120766	0.186	0.041	3.86951219214509e-32	0	BdiBd21-3.1G0244200
BdiBd21-3.1G0016300	1.01432843185013e-36	0.562891911014063	0.186	0.041	3.96277831755207e-32	0	BdiBd21-3.1G0016300
BdiBd21-3.1G0177500	1.03165209429561e-36	0.267520092315246	0.465	0.172	4.0304584019941e-32	0	BdiBd21-3.1G0177500
BdiBd21-3.2G0091000	1.13348242369697e-36	0.380489382549458	0.446	0.165	4.42828913289931e-32	0	BdiBd21-3.2G0091000
BdiBd21-3.1G0131366	1.14031823664579e-36	0.254520711173715	0.614	0.249	4.45499528692776e-32	0	BdiBd21-3.1G0131366
BdiBd21-3.1G0172000	1.21324845692938e-36	0.389833293660172	0.222	0.056	4.7399190715317e-32	0	BdiBd21-3.1G0172000
BdiBd21-3.1G0475900	1.22403439580628e-36	0.435367869598311	0.293	0.087	4.78205757753597e-32	0	BdiBd21-3.1G0475900
BdiBd21-3.1G0639800	1.22993721570027e-36	0.322589147393658	0.521	0.204	4.80511871429781e-32	0	BdiBd21-3.1G0639800
BdiBd21-3.2G0599700	1.32512538521975e-36	0.265331035225739	0.24	0.064	5.1769998549765e-32	0	BdiBd21-3.2G0599700
BdiBd21-3.4G0029100	1.33518387483719e-36	0.331268132107603	0.434	0.158	5.21629636221394e-32	0	BdiBd21-3.4G0029100
BdiBd21-3.2G0070700	1.58931703562931e-36	1.23571288659787	0.129	0.021	6.20914379479658e-32	0	BdiBd21-3.2G0070700
BdiBd21-3.4G0601400	1.67929836829408e-36	0.411235016914202	0.242	0.064	6.5606828652513e-32	0	BdiBd21-3.4G0601400
BdiBd21-3.5G0017200	1.71606163414143e-36	0.187612925869059	0.517	0.2	6.70430959226374e-32	0	BdiBd21-3.5G0017200
BdiBd21-3.2G0516700	1.7218878853835e-36	1.25068432111571	0.119	0.018	6.72707159061624e-32	0	BdiBd21-3.2G0516700
BdiBd21-3.3G0734000	1.81005826816395e-36	0.284905914590361	0.238	0.063	7.07153564206291e-32	0	BdiBd21-3.3G0734000
BdiBd21-3.1G0562200	1.85604447939701e-36	0.688876498685094	0.188	0.042	7.25119457210825e-32	0	BdiBd21-3.1G0562200
BdiBd21-3.3G0084700	1.92284113920699e-36	0.63705420244701	0.481	0.194	7.51215576265388e-32	0	BdiBd21-3.3G0084700
BdiBd21-3.2G0590700	1.94370962164288e-36	0.56662559353347	0.794	0.397	7.5936847498344e-32	0	BdiBd21-3.2G0590700
BdiBd21-3.3G0047600	1.99343299086736e-36	0.582195267737444	0.255	0.071	7.78794400872062e-32	0	BdiBd21-3.3G0047600
BdiBd21-3.5G0015000	2.04747337215463e-36	1.04778818631277	0.145	0.026	7.99906897033369e-32	0	BdiBd21-3.5G0015000
BdiBd21-3.1G0715600	2.09467016462231e-36	0.553068667041	0.933	0.581	8.18345739914642e-32	0	BdiBd21-3.1G0715600
BdiBd21-3.5G0195500	2.17957713750841e-36	0.604250290575036	0.83	0.437	8.51517196081787e-32	0	BdiBd21-3.5G0195500
BdiBd21-3.5G0318300	2.22102144566478e-36	0.294865123609881	0.446	0.165	8.67708658392315e-32	0	BdiBd21-3.5G0318300
BdiBd21-3.1G0287500	2.24873697980559e-36	0.429028515881758	0.689	0.304	8.78536563270446e-32	0	BdiBd21-3.1G0287500
BdiBd21-3.3G0731000	2.38914281308397e-36	0.892618818209742	0.141	0.025	9.33390314215645e-32	0	BdiBd21-3.3G0731000
BdiBd21-3.4G0511400	2.54595376431306e-36	0.524846248025782	0.192	0.044	9.94653216641827e-32	0	BdiBd21-3.4G0511400
BdiBd21-3.1G0446100	2.60030843833748e-36	0.317020170073169	0.325	0.103	1.01588850068969e-31	0	BdiBd21-3.1G0446100
BdiBd21-3.3G0708100	2.61004855700841e-36	0.522893456336788	0.984	0.831	1.01969377025204e-31	0	BdiBd21-3.3G0708100
BdiBd21-3.1G0154000	2.73488314366179e-36	0.366367982306444	0.547	0.22	1.06846414656579e-31	0	BdiBd21-3.1G0154000
BdiBd21-3.1G0099600	2.81818612288142e-36	0.319628736451703	0.317	0.1	1.10100895448732e-31	0	BdiBd21-3.1G0099600
BdiBd21-3.1G0803400	2.92939689461756e-36	0.567118969136779	0.293	0.088	1.14445677878919e-31	0	BdiBd21-3.1G0803400
BdiBd21-3.1G0683200	3.06913709601786e-36	0.310648013265125	0.319	0.1	1.19905048067226e-31	0	BdiBd21-3.1G0683200
BdiBd21-3.3G0638801	3.0901331227678e-36	0.899810495793471	0.18	0.039	1.20725320840292e-31	0	BdiBd21-3.3G0638801
BdiBd21-3.1G0360550	3.28992218193161e-36	0.439590511669868	0.186	0.041	1.28530679803704e-31	0	BdiBd21-3.1G0360550
BdiBd21-3.2G0562200	3.50326245868187e-36	0.336109206941367	0.299	0.091	1.36865457735783e-31	0	BdiBd21-3.2G0562200
BdiBd21-3.5G0251700	3.5649538562282e-36	0.399817697004532	0.174	0.037	1.39275617255123e-31	0	BdiBd21-3.5G0251700
BdiBd21-3.2G0264500	3.59714990142948e-36	0.895999269205255	0.186	0.042	1.40533452349047e-31	0	BdiBd21-3.2G0264500
BdiBd21-3.3G0045600	3.6288224680877e-36	0.549284523829976	0.283	0.084	1.4177083618325e-31	0	BdiBd21-3.3G0045600
BdiBd21-3.1G0063600	3.73392529913503e-36	0.228298246906784	0.578	0.234	1.45876993586607e-31	0	BdiBd21-3.1G0063600
BdiBd21-3.2G0636100	3.91396050828055e-36	1.50201733405345	0.147	0.028	1.52910609137504e-31	0	BdiBd21-3.2G0636100
BdiBd21-3.1G0597300	4.012997297985e-36	0.580732324526237	0.176	0.038	1.56779778437678e-31	0	BdiBd21-3.1G0597300
BdiBd21-3.4G0581000	4.0831375142163e-36	0.481920271872203	0.705	0.322	1.59520016405402e-31	0	BdiBd21-3.4G0581000
BdiBd21-3.2G0612000	4.08603305040218e-36	0.321098692570358	0.248	0.068	1.59633139213112e-31	0	BdiBd21-3.2G0612000
BdiBd21-3.3G0533900	4.10299762932098e-36	1.01222012881099	0.2	0.048	1.60295911382312e-31	0	BdiBd21-3.3G0533900
BdiBd21-3.2G0238400	4.10613017832211e-36	1.58530682341172	0.101	0.012	1.60418293806688e-31	0	BdiBd21-3.2G0238400
BdiBd21-3.3G0458800	4.40825147508358e-36	1.24551804779888	0.135	0.023	1.72221568628565e-31	0	BdiBd21-3.3G0458800
BdiBd21-3.2G0754900	4.58397288648367e-36	0.286890007708329	0.368	0.125	1.79086652729144e-31	0	BdiBd21-3.2G0754900
BdiBd21-3.3G0485000	4.76499101036287e-36	0.445369981655641	0.37	0.126	1.86158668792856e-31	0	BdiBd21-3.3G0485000
BdiBd21-3.1G0419800	4.8712783472152e-36	0.468179177723342	0.202	0.048	1.90311102469003e-31	0	BdiBd21-3.1G0419800
BdiBd21-3.3G0479000	4.9470240108515e-36	0.23129625657763	0.422	0.152	1.93270334055946e-31	0	BdiBd21-3.3G0479000
BdiBd21-3.2G0562000	5.00095756547271e-36	0.57545027812925	0.758	0.368	1.95377410167888e-31	0	BdiBd21-3.2G0562000
BdiBd21-3.1G0158400	5.07582485537619e-36	0.642443489266311	0.248	0.069	1.98302325449837e-31	0	BdiBd21-3.1G0158400
BdiBd21-3.1G0307000	5.15374224533528e-36	0.159826037882513	0.436	0.16	2.01346402040759e-31	0	BdiBd21-3.1G0307000
BdiBd21-3.3G0635500	5.18134577343531e-36	0.523641533652267	0.236	0.063	2.02424816676571e-31	0	BdiBd21-3.3G0635500
BdiBd21-3.2G0720700	5.41747570793425e-36	0.708653627786571	0.19	0.044	2.11649940957575e-31	0	BdiBd21-3.2G0720700
BdiBd21-3.2G0435100	5.44007529683993e-36	0.472479210963528	0.36	0.121	2.12532861696943e-31	0	BdiBd21-3.2G0435100
BdiBd21-3.2G0511400	5.71150775934668e-36	0.34597049567446	0.273	0.079	2.23137185142156e-31	0	BdiBd21-3.2G0511400
BdiBd21-3.2G0482600	6.10657347045235e-36	1.24907923901391	0.137	0.024	2.38571612343633e-31	0	BdiBd21-3.2G0482600
BdiBd21-3.3G0681500	6.57686564877687e-36	0.642555397863828	0.218	0.056	2.56944987166415e-31	0	BdiBd21-3.3G0681500
BdiBd21-3.3G0452200	6.61442432584143e-36	0.356107854083199	0.481	0.185	2.58412329561973e-31	0	BdiBd21-3.3G0452200
BdiBd21-3.1G0391300	7.10849615662009e-36	0.848036707884574	0.18	0.041	2.77714727846834e-31	0	BdiBd21-3.1G0391300
BdiBd21-3.1G0212800	7.18253135035554e-36	0.651715698301553	0.772	0.407	2.8060713479569e-31	0	BdiBd21-3.1G0212800
BdiBd21-3.5G0174900	7.48402717703144e-36	0.702793916241847	0.23	0.061	2.92385973752264e-31	0	BdiBd21-3.5G0174900
BdiBd21-3.2G0398500	7.49091994095955e-36	0.791871507418477	0.178	0.039	2.92655260253408e-31	0	BdiBd21-3.2G0398500
BdiBd21-3.1G0211700	7.62342693000857e-36	0.441946081580389	0.289	0.087	2.97832043301575e-31	0	BdiBd21-3.1G0211700
BdiBd21-3.2G0269800	7.68188444065955e-36	0.162730275017304	0.412	0.146	3.00115861327687e-31	0	BdiBd21-3.2G0269800
BdiBd21-3.2G0787200	8.03698162603068e-36	0.487801770256429	0.566	0.237	3.13988798165767e-31	0	BdiBd21-3.2G0787200
BdiBd21-3.3G0290500	8.12566865850493e-36	0.617257818331939	0.19	0.046	3.17453623150471e-31	0	BdiBd21-3.3G0290500
BdiBd21-3.3G0653300	8.43953400934841e-36	0.56431669126193	0.869	0.5	3.29715714677224e-31	0	BdiBd21-3.3G0653300
BdiBd21-3.2G0353100	8.60445173025145e-36	0.301821691636409	0.671	0.286	3.36158720197464e-31	0	BdiBd21-3.2G0353100
BdiBd21-3.4G0055800	8.72289819843444e-36	0.717695648258685	0.251	0.07	3.40786186816437e-31	0	BdiBd21-3.4G0055800
BdiBd21-3.1G0214600	8.72977634214502e-36	0.413130238080402	0.568	0.235	3.41054902134922e-31	0	BdiBd21-3.1G0214600
BdiBd21-3.3G0745700	8.79239942863397e-36	0.484336571883124	0.277	0.081	3.43501460877872e-31	0	BdiBd21-3.3G0745700
BdiBd21-3.1G0680300	8.80274052755254e-36	0.882699160338337	0.166	0.034	3.43905466930423e-31	0	BdiBd21-3.1G0680300
BdiBd21-3.5G0322000	9.06934536921727e-36	0.365369635164775	0.352	0.117	3.5432118488458e-31	0	BdiBd21-3.5G0322000
BdiBd21-3.2G0054500	9.07516447500272e-36	0.524167007514441	0.77	0.384	3.54548525709406e-31	0	BdiBd21-3.2G0054500
BdiBd21-3.5G0172200	9.64979712243428e-36	0.31749407346435	0.453	0.168	3.76998273979262e-31	0	BdiBd21-3.5G0172200
BdiBd21-3.2G0246200	9.8870836232114e-36	1.54701829179039	0.101	0.012	3.86268582991623e-31	0	BdiBd21-3.2G0246200
BdiBd21-3.3G0292600	1.0061319308905e-35	2.03163645482993	0.061	0.003	3.93075622760301e-31	0	BdiBd21-3.3G0292600
BdiBd21-3.2G0725700	1.02589226154521e-35	1.29714083758346	0.103	0.013	4.00795588740481e-31	0	BdiBd21-3.2G0725700
BdiBd21-3.4G0394600	1.02728890859061e-35	0.411472964332881	0.253	0.07	4.0134123080818e-31	0	BdiBd21-3.4G0394600
BdiBd21-3.4G0166800	1.0315561571338e-35	2.02999297095308	0.101	0.013	4.03008359469033e-31	0	BdiBd21-3.4G0166800
BdiBd21-3.3G0532200	1.03409207992701e-35	0.247415690523568	0.4	0.142	4.03999093785886e-31	0	BdiBd21-3.3G0532200
BdiBd21-3.5G0190900	1.08359687201744e-35	0.14772592776459	0.481	0.182	4.23339625959773e-31	0	BdiBd21-3.5G0190900
BdiBd21-3.2G0617600	1.11414736101117e-35	0.796841506665923	0.154	0.03	4.35275090999842e-31	0	BdiBd21-3.2G0617600
BdiBd21-3.3G0616200	1.11616086855301e-35	0.423724422607261	0.291	0.088	4.3606172812629e-31	0	BdiBd21-3.3G0616200
BdiBd21-3.4G0350550	1.14976407416512e-35	2.48484960716501	0.073	0.006	4.49189828494829e-31	0	BdiBd21-3.4G0350550
BdiBd21-3.1G0894700	1.16328232991926e-35	0.354129981044274	0.368	0.126	4.54471140652858e-31	0	BdiBd21-3.1G0894700
BdiBd21-3.5G0114300	1.1802853973884e-35	2.14269360662208	0.105	0.014	4.611138990517e-31	0	BdiBd21-3.5G0114300
BdiBd21-3.2G0577900	1.27219999084724e-35	0.40052441408288	0.303	0.094	4.97023092424201e-31	0	BdiBd21-3.2G0577900
BdiBd21-3.4G0595200	1.29062237574896e-35	0.319809282727876	0.501	0.195	5.04220349757602e-31	0	BdiBd21-3.4G0595200
BdiBd21-3.1G0903900	1.310547090944e-35	0.491813639496331	0.325	0.106	5.12004537490002e-31	0	BdiBd21-3.1G0903900
BdiBd21-3.4G0144400	1.32579368154475e-35	0.63551881076159	0.244	0.068	5.17961075505905e-31	0	BdiBd21-3.4G0144400
BdiBd21-3.4G0484700	1.34809854039606e-35	0.393882361202662	0.699	0.314	5.26675137761931e-31	0	BdiBd21-3.4G0484700
BdiBd21-3.3G0349000	1.37940616551723e-35	0.21579720581877	0.366	0.124	5.38906400744273e-31	0	BdiBd21-3.3G0349000
BdiBd21-3.4G0020400	1.4054474407578e-35	0.335368610284723	0.251	0.07	5.49080206155257e-31	0	BdiBd21-3.4G0020400
BdiBd21-3.5G0011500	1.41665950521471e-35	1.21018967600172	0.121	0.019	5.53460535497282e-31	0	BdiBd21-3.5G0011500
BdiBd21-3.1G0138300	1.4263226410951e-35	0.827146828175728	0.234	0.063	5.57235729423034e-31	0	BdiBd21-3.1G0138300
BdiBd21-3.4G0219200	1.43013343699079e-35	0.542998104983045	0.695	0.323	5.58724531163562e-31	0	BdiBd21-3.4G0219200
BdiBd21-3.3G0439100	1.45101042867501e-35	0.129257068318506	0.368	0.125	5.66880754274752e-31	0	BdiBd21-3.3G0439100
BdiBd21-3.5G0248700	1.45479038259324e-35	0.531076903973914	0.238	0.064	5.68357506671526e-31	0	BdiBd21-3.5G0248700
BdiBd21-3.2G0408500	1.48845017537034e-35	2.47142659731712	0.089	0.009	5.81507714513686e-31	0	BdiBd21-3.2G0408500
BdiBd21-3.1G0850200	1.51131418204531e-35	0.232872328396884	0.576	0.231	5.90440224641461e-31	0	BdiBd21-3.1G0850200
BdiBd21-3.1G0912000	1.53076727627929e-35	0.203243632355881	0.487	0.19	5.98040159496792e-31	0	BdiBd21-3.1G0912000
BdiBd21-3.3G0488600	1.54482873290723e-35	0.66147337408063	0.21	0.052	6.03533689372198e-31	0	BdiBd21-3.3G0488600
BdiBd21-3.2G0289100	1.60816179547716e-35	1.0413101486026	0.145	0.027	6.28276650257018e-31	0	BdiBd21-3.2G0289100
BdiBd21-3.3G0618800	1.60880961988976e-35	1.12810613386339	0.113	0.016	6.28529742298532e-31	0	BdiBd21-3.3G0618800
BdiBd21-3.2G0316700	1.65410254724449e-35	2.39623729581765	0.075	0.006	6.46224783157478e-31	0	BdiBd21-3.2G0316700
BdiBd21-3.4G0396500	1.69332729045198e-35	0.540280197706952	0.691	0.332	6.6154910583378e-31	0	BdiBd21-3.4G0396500
BdiBd21-3.2G0780700	1.71179122196091e-35	0.441741557963549	0.255	0.072	6.68762594595687e-31	0	BdiBd21-3.2G0780700
BdiBd21-3.1G0269700	1.79574382348094e-35	0.309745779122564	0.618	0.262	7.01561196957533e-31	0	BdiBd21-3.1G0269700
BdiBd21-3.1G0529800	1.82378443463521e-35	0.249488801815382	0.301	0.093	7.12516102923285e-31	0	BdiBd21-3.1G0529800
BdiBd21-3.1G0307900	1.9804286699444e-35	0.465122230539899	0.37	0.127	7.73713872773878e-31	0	BdiBd21-3.1G0307900
BdiBd21-3.1G0391500	1.98370260535051e-35	0.688746865088473	0.178	0.039	7.74992933858335e-31	0	BdiBd21-3.1G0391500
BdiBd21-3.4G0518400	1.98604616382612e-35	1.60546465299822	0.125	0.02	7.7590851528359e-31	0	BdiBd21-3.4G0518400
BdiBd21-3.1G0088800	2.0640909817855e-35	0.428334047609346	0.584	0.245	8.06399064763959e-31	0	BdiBd21-3.1G0088800
BdiBd21-3.4G0604500	2.12777460256388e-35	0.505495619713932	0.632	0.278	8.31278981729656e-31	0	BdiBd21-3.4G0604500
BdiBd21-3.2G0528900	2.18083114030191e-35	0.255078540299329	0.376	0.129	8.5200710989315e-31	0	BdiBd21-3.2G0528900
BdiBd21-3.1G0766400	2.25901252836188e-35	0.453513964345669	0.259	0.073	8.82551014580418e-31	0	BdiBd21-3.1G0766400
BdiBd21-3.1G0566600	2.31201642400045e-35	0.546487526917199	0.265	0.077	9.03258576528494e-31	0	BdiBd21-3.1G0566600
BdiBd21-3.5G0338500	2.32707862842289e-35	0.401327279978602	0.251	0.07	9.09143078552255e-31	0	BdiBd21-3.5G0338500
BdiBd21-3.2G0532900	2.33439782358423e-35	0.232431130366664	0.283	0.084	9.12002541717888e-31	0	BdiBd21-3.2G0532900
BdiBd21-3.3G0032600	2.34110386655371e-35	0.436952287734903	0.358	0.122	9.14622458585202e-31	0	BdiBd21-3.3G0032600
BdiBd21-3.3G0050300	2.34184522492883e-35	0.384624276116066	0.79	0.373	9.14912092475194e-31	0	BdiBd21-3.3G0050300
BdiBd21-3.3G0276500	2.37319691138059e-35	0.701936576319148	0.141	0.025	9.2716056933817e-31	0	BdiBd21-3.3G0276500
BdiBd21-3.1G0413600	2.50641491712307e-35	0.916274634377142	0.154	0.03	9.79206179821642e-31	0	BdiBd21-3.1G0413600
BdiBd21-3.4G0090400	2.5475599236102e-35	1.00966669799732	0.125	0.02	9.95280710956034e-31	0	BdiBd21-3.4G0090400
BdiBd21-3.2G0049300	2.68878180863858e-35	0.712272874067106	0.16	0.032	1.05045327699892e-30	0	BdiBd21-3.2G0049300
BdiBd21-3.2G0433000	2.71845738545304e-35	0.405350452979992	0.448	0.171	1.0620469313488e-30	0	BdiBd21-3.2G0433000
BdiBd21-3.4G0479100	2.71982371468563e-35	0.152676126155611	0.317	0.101	1.06258072885338e-30	0	BdiBd21-3.4G0479100
BdiBd21-3.3G0762600	2.90305412225846e-35	0.687736780604429	0.887	0.536	1.13416518448393e-30	0	BdiBd21-3.3G0762600
BdiBd21-3.2G0766300	2.94441984027212e-35	0.411555975986222	0.224	0.058	1.15032594319751e-30	0	BdiBd21-3.2G0766300
BdiBd21-3.2G0723000	3.02093861420335e-35	0.397913347598013	0.287	0.088	1.18022029779696e-30	0	BdiBd21-3.2G0723000
BdiBd21-3.3G0535200	3.03513317658386e-35	0.935669158389761	0.16	0.033	1.18576582942778e-30	0	BdiBd21-3.3G0535200
BdiBd21-3.3G0391200	3.13093455273544e-35	0.376579522196729	0.271	0.079	1.22319351106268e-30	0	BdiBd21-3.3G0391200
BdiBd21-3.5G0159100	3.19384516122836e-35	0.406394735273622	0.4	0.144	1.24777142758869e-30	0	BdiBd21-3.5G0159100
BdiBd21-3.1G0144800	3.22384081502571e-35	0.152141770394733	0.4	0.141	1.25949012961425e-30	0	BdiBd21-3.1G0144800
BdiBd21-3.4G0579100	3.27643618116995e-35	0.567281902555933	0.16	0.032	1.28003808725947e-30	0	BdiBd21-3.4G0579100
BdiBd21-3.2G0713300	3.35296553586311e-35	0.135356416985316	0.4	0.14	1.309936575551e-30	0	BdiBd21-3.2G0713300
BdiBd21-3.1G0001100	3.36868754823797e-35	0.492842277556204	0.265	0.077	1.31607885134561e-30	0	BdiBd21-3.1G0001100
BdiBd21-3.5G0276300	3.61136484547944e-35	0.184707822530976	0.428	0.155	1.41088801783191e-30	0	BdiBd21-3.5G0276300
BdiBd21-3.1G0935400	3.77357965842781e-35	0.645349616301471	0.481	0.197	1.47426210095458e-30	0	BdiBd21-3.1G0935400
BdiBd21-3.3G0058000	3.9262766914291e-35	0.439903771527766	0.442	0.168	1.53391777780752e-30	0	BdiBd21-3.3G0058000
BdiBd21-3.2G0469800	4.31781374742444e-35	0.514732164285851	0.917	0.617	1.68688347484378e-30	0	BdiBd21-3.2G0469800
BdiBd21-3.1G0332400	4.32770335736552e-35	0.294548330052157	0.309	0.097	1.69074714765556e-30	0	BdiBd21-3.1G0332400
BdiBd21-3.1G0828700	4.40123340008107e-35	0.941720960454748	0.158	0.032	1.71947386474367e-30	0	BdiBd21-3.1G0828700
BdiBd21-3.2G0528300	4.5579472161597e-35	0.323695483090642	0.349	0.117	1.78069881840927e-30	0	BdiBd21-3.2G0528300
BdiBd21-3.2G0595900	4.61015095530533e-35	0.235982627628913	0.541	0.214	1.80109377521869e-30	0	BdiBd21-3.2G0595900
BdiBd21-3.1G0858400	4.67930382323558e-35	0.789984952021731	0.798	0.427	1.82811041766168e-30	0	BdiBd21-3.1G0858400
BdiBd21-3.1G0115300	4.89407851054178e-35	0.295736335980299	0.398	0.142	1.91201859249846e-30	0	BdiBd21-3.1G0115300
BdiBd21-3.5G0290900	4.92779690241846e-35	1.19321680795714	0.131	0.022	1.92519169383684e-30	0	BdiBd21-3.5G0290900
BdiBd21-3.3G0791200	5.0017325483998e-35	0.231776716308324	0.277	0.082	1.95407687200883e-30	0	BdiBd21-3.3G0791200
BdiBd21-3.2G0419200	5.00259653914452e-35	0.338886769104679	0.471	0.182	1.95441441591298e-30	0	BdiBd21-3.2G0419200
BdiBd21-3.1G0592800	5.09864084603313e-35	1.48409495714846	0.113	0.017	1.99193700572822e-30	0	BdiBd21-3.1G0592800
BdiBd21-3.2G0279500	5.23680291941688e-35	0.540103821109077	0.717	0.34	2.04591416455778e-30	0	BdiBd21-3.2G0279500
BdiBd21-3.3G0518900	5.35622191361275e-35	0.534577271749613	0.224	0.059	2.09256877721023e-30	0	BdiBd21-3.3G0518900
BdiBd21-3.1G0711300	5.4175364428107e-35	0.130294074383126	0.368	0.126	2.11652313747728e-30	0	BdiBd21-3.1G0711300
BdiBd21-3.3G0623600	5.42882826982287e-35	0.237404617135586	0.291	0.089	2.1209346284544e-30	0	BdiBd21-3.3G0623600
BdiBd21-3.4G0405000	5.8126449831291e-35	0.220034150728095	0.376	0.13	2.27088414200887e-30	0	BdiBd21-3.4G0405000
BdiBd21-3.4G0530200	5.96376790014177e-35	0.607302475281684	0.168	0.035	2.32992484322739e-30	0	BdiBd21-3.4G0530200
BdiBd21-3.3G0789000	6.06753125013068e-35	0.369167769575206	0.523	0.21	2.37046310880105e-30	0	BdiBd21-3.3G0789000
BdiBd21-3.2G0548100	6.59826713052754e-35	0.712104042623893	0.174	0.038	2.5778110025545e-30	0	BdiBd21-3.2G0548100
BdiBd21-3.3G0599700	6.79848866862655e-35	0.814739850631303	0.198	0.048	2.65603355305902e-30	0	BdiBd21-3.3G0599700
BdiBd21-3.3G0538800	6.97647858829861e-35	0.30822005934537	0.398	0.142	2.7255706548765e-30	0	BdiBd21-3.3G0538800
BdiBd21-3.3G0027100	7.07923290361654e-35	0.898477473035403	0.172	0.037	2.76571471078491e-30	0	BdiBd21-3.3G0027100
BdiBd21-3.2G0138000	7.47542685152544e-35	0.207832525839332	0.307	0.096	2.92049976235396e-30	0	BdiBd21-3.2G0138000
BdiBd21-3.1G0029400	7.54410153959913e-35	0.429677038321066	0.691	0.308	2.94732958949059e-30	0	BdiBd21-3.1G0029400
BdiBd21-3.2G0486300	7.59608777378996e-35	0.532462223730898	0.257	0.074	2.96763957146426e-30	0	BdiBd21-3.2G0486300
BdiBd21-3.1G0903600	8.45670236988934e-35	0.468487984845346	0.232	0.063	3.30386448186837e-30	0	BdiBd21-3.1G0903600
BdiBd21-3.1G0344300	8.53589884998216e-35	1.06027736213242	0.164	0.035	3.33480496271103e-30	0	BdiBd21-3.1G0344300
