p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
BdiBd21-3.2G03023003	3.90076891666767e-13	1.05220999953657	0.273	0.15	1.52395240036373e-08	3	BdiBd21-3.2G0302300
BdiBd21-3.1G0234700	4.00435131012596e-13	2.19463133051411	0.039	0.006	1.56441996984001e-08	3	BdiBd21-3.1G0234700
BdiBd21-3.2G04182003	4.08631241475863e-13	1.46299119447475	0.169	0.075	1.5964405341979e-08	3	BdiBd21-3.2G0418200
BdiBd21-3.1G0609400	4.0877667840936e-13	1.76050997834747	0.09	0.027	1.59700872720969e-08	3	BdiBd21-3.1G0609400
BdiBd21-3.2G07010002	4.11715725996824e-13	0.420922469200602	0.652	0.461	1.60849099832439e-08	3	BdiBd21-3.2G0701000
BdiBd21-3.2G05227001	4.17661549897001e-13	0.439842397881592	0.729	0.555	1.6317201431376e-08	3	BdiBd21-3.2G0522700
BdiBd21-3.1G0984000	4.23982013348066e-13	0.652777428085609	0.401	0.247	1.65641292974823e-08	3	BdiBd21-3.1G0984000
BdiBd21-3.3G00503003	4.35654258394798e-13	0.513009659344962	0.57	0.4	1.7020140566968e-08	3	BdiBd21-3.3G0050300
BdiBd21-3.2G03402002	4.4202842335111e-13	1.522292984597	0.141	0.056	1.72691664434812e-08	3	BdiBd21-3.2G0340200
BdiBd21-3.1G0980400	4.75695107588815e-13	1.01341954000197	0.145	0.057	1.85844564632798e-08	3	BdiBd21-3.1G0980400
BdiBd21-3.2G06915001	4.80054309073273e-13	0.985194859233244	0.175	0.076	1.87547617468746e-08	3	BdiBd21-3.2G0691500
BdiBd21-3.3G0274400	5.02505782927915e-13	1.03735866058938	0.163	0.069	1.96318959274278e-08	3	BdiBd21-3.3G0274400
BdiBd21-3.2G06777001	5.06129387728277e-13	0.476603949481379	0.578	0.388	1.97734629197683e-08	3	BdiBd21-3.2G0677700
BdiBd21-3.3G07322002	5.13543817497342e-13	0.589486220568723	0.42	0.264	2.00631298619861e-08	3	BdiBd21-3.3G0732200
BdiBd21-3.1G00614001	5.17605685210236e-13	3.30896713875373	0.043	0.007	2.02218189097935e-08	3	BdiBd21-3.1G0061400
BdiBd21-3.1G0898600	5.24908908247245e-13	1.00922260168394	0.332	0.2	2.05071412274034e-08	3	BdiBd21-3.1G0898600
BdiBd21-3.5G0208100	5.28137502249686e-13	1.61944713984558	0.145	0.059	2.06332759378907e-08	3	BdiBd21-3.5G0208100
BdiBd21-3.3G06361001	5.33728944833914e-13	0.333898209585132	0.776	0.6	2.08517224167713e-08	3	BdiBd21-3.3G0636100
BdiBd21-3.4G0029500	5.38341687450038e-13	0.620329467127057	0.458	0.304	2.10319330452981e-08	3	BdiBd21-3.4G0029500
BdiBd21-3.1G0489200	5.5415098947263e-13	3.20515198727995	0.033	0.004	2.16495708567167e-08	3	BdiBd21-3.1G0489200
BdiBd21-3.2G07641001	5.59943107947602e-13	4.4090494488783	0.022	0.001	2.18758573412969e-08	3	BdiBd21-3.2G0764100
BdiBd21-3.1G0543800	5.77084912611031e-13	0.379361911832414	0.248	0.123	2.25455533658878e-08	3	BdiBd21-3.1G0543800
BdiBd21-3.1G02974001	5.93534365962778e-13	1.80937869289795	0.088	0.026	2.31882006094338e-08	3	BdiBd21-3.1G0297400
BdiBd21-3.4G00960003	6.22571481755816e-13	0.570002505134773	0.568	0.389	2.43226226492362e-08	3	BdiBd21-3.4G0096000
BdiBd21-3.1G0906500	6.28526007038812e-13	0.417339121369958	0.707	0.545	2.45552540429923e-08	3	BdiBd21-3.1G0906500
BdiBd21-3.1G03482001	6.59557971133512e-13	1.13175791846036	0.222	0.111	2.5767610816244e-08	3	BdiBd21-3.1G0348200
BdiBd21-3.1G0218800	6.7455033958408e-13	2.71519436743327	0.037	0.005	2.63533326668708e-08	3	BdiBd21-3.1G0218800
BdiBd21-3.3G01216003	6.8144472472952e-13	0.852574437826337	0.344	0.207	2.66226825057329e-08	3	BdiBd21-3.3G0121600
BdiBd21-3.1G00269001	7.27388939359228e-13	0.469867309988306	0.534	0.355	2.84176310828863e-08	3	BdiBd21-3.1G0026900
BdiBd21-3.3G05891001	7.28085666618591e-13	0.9735814223929	0.244	0.126	2.84448508234551e-08	3	BdiBd21-3.3G0589100
BdiBd21-3.2G01446002	7.32099939060516e-13	0.776274718751044	0.352	0.212	2.86016804192162e-08	3	BdiBd21-3.2G0144600
BdiBd21-3.2G0361100	7.86306864684491e-13	1.33430988476228	0.12	0.044	3.07194365894937e-08	3	BdiBd21-3.2G0361100
BdiBd21-3.4G0490300	7.90374426786635e-13	0.771585075552133	0.54	0.404	3.08783481057002e-08	3	BdiBd21-3.4G0490300
BdiBd21-3.3G0187800	7.94299619486227e-13	1.51311906604358	0.081	0.023	3.10316975340879e-08	3	BdiBd21-3.3G0187800
BdiBd21-3.5G00430002	8.28917588751698e-13	1.00383243697616	0.32	0.191	3.23841523573513e-08	3	BdiBd21-3.5G0043000
BdiBd21-3.1G09043001	8.48741681066416e-13	1.55992042986825	0.088	0.025	3.31586399959027e-08	3	BdiBd21-3.1G0904300
BdiBd21-3.2G0636700	8.55177414182281e-13	0.595729517380145	0.253	0.128	3.34100712172734e-08	3	BdiBd21-3.2G0636700
BdiBd21-3.2G05360002	8.71530899908668e-13	0.839759117968311	0.397	0.252	3.40489691976318e-08	3	BdiBd21-3.2G0536000
BdiBd21-3.1G02838003	8.73448793295409e-13	0.998461335910725	0.314	0.187	3.4123897456465e-08	3	BdiBd21-3.1G0283800
BdiBd21-3.3G06583013	8.77498936037228e-13	1.10850598863225	0.291	0.168	3.42821284331024e-08	3	BdiBd21-3.3G0658301
BdiBd21-3.3G0048500	9.31546776908719e-13	2.09540358465923	0.084	0.024	3.63936694802698e-08	3	BdiBd21-3.3G0048500
BdiBd21-3.2G0418000	9.38044367445953e-13	1.04719449055792	0.185	0.085	3.66475173473785e-08	3	BdiBd21-3.2G0418000
BdiBd21-3.1G02487001	9.97719930119375e-13	1.79092068035699	0.079	0.023	3.89789222299038e-08	3	BdiBd21-3.1G0248700
BdiBd21-3.2G0526400	1.01495011708489e-12	0.596939080027363	0.53	0.363	3.96520711742724e-08	3	BdiBd21-3.2G0526400
BdiBd21-3.3G04015002	1.02697536957276e-12	0.823896695170337	0.273	0.148	4.01218737384687e-08	3	BdiBd21-3.3G0401500
BdiBd21-3.1G01763001	1.10989533601692e-12	0.563678151265215	0.34	0.193	4.3361390987509e-08	3	BdiBd21-3.1G0176300
BdiBd21-3.3G03461002	1.12298815143117e-12	0.9388999439511	0.244	0.129	4.38729011001128e-08	3	BdiBd21-3.3G0346100
BdiBd21-3.4G02006001	1.16170770682186e-12	1.7551863001852	0.1	0.033	4.53855966901165e-08	3	BdiBd21-3.4G0200600
BdiBd21-3.3G02642002	1.18375568068972e-12	1.37405445804413	0.175	0.08	4.6246966933186e-08	3	BdiBd21-3.3G0264200
BdiBd21-3.2G0066600	1.26175681301788e-12	2.55866438030735	0.035	0.005	4.92943151709827e-08	3	BdiBd21-3.2G0066600
BdiBd21-3.2G01555001	1.2701497093641e-12	0.812395609250377	0.248	0.128	4.96222088454365e-08	3	BdiBd21-3.2G0155500
BdiBd21-3.1G0914800	1.2811291442952e-12	1.35317394024273	0.108	0.037	5.00511534093249e-08	3	BdiBd21-3.1G0914800
BdiBd21-3.1G02248001	1.28675438528535e-12	1.31352309776228	0.179	0.083	5.02709203243282e-08	3	BdiBd21-3.1G0224800
BdiBd21-3.2G02072002	1.31844591172538e-12	0.654421280981869	0.32	0.181	5.15090448792871e-08	3	BdiBd21-3.2G0207200
BdiBd21-3.1G0302900	1.32385429512251e-12	1.52752925492145	0.096	0.031	5.17203396018462e-08	3	BdiBd21-3.1G0302900
BdiBd21-3.1G06706001	1.34177070900739e-12	2.70331219638644	0.047	0.009	5.24202980595008e-08	3	BdiBd21-3.1G0670600
BdiBd21-3.1G06989001	1.39118526809254e-12	0.750929016577937	0.216	0.101	5.43508260538395e-08	3	BdiBd21-3.1G0698900
BdiBd21-3.3G00365001	1.41824183650409e-12	0.771051917925738	0.248	0.128	5.54078720685418e-08	3	BdiBd21-3.3G0036500
BdiBd21-3.2G05784002	1.45929130820803e-12	0.817599162459543	0.31	0.176	5.70115928290712e-08	3	BdiBd21-3.2G0578400
BdiBd21-3.3G0177200	1.47360269306192e-12	0.962395194172126	0.187	0.087	5.7570710012543e-08	3	BdiBd21-3.3G0177200
BdiBd21-3.1G07358002	1.51621762561538e-12	0.627023714310903	0.623	0.456	5.92355901975418e-08	3	BdiBd21-3.1G0735800
BdiBd21-3.2G0585500	1.53420782765346e-12	0.497957226148181	0.65	0.507	5.99384314107652e-08	3	BdiBd21-3.2G0585500
BdiBd21-3.4G00465002	1.57566079140168e-12	1.93306949427459	0.092	0.029	6.1557915798481e-08	3	BdiBd21-3.4G0046500
BdiBd21-3.2G00969002	1.75913312723149e-12	0.77471072164128	0.348	0.209	6.872581301468e-08	3	BdiBd21-3.2G0096900
BdiBd21-3.1G07317001	1.77587714704692e-12	2.03568068112647	0.075	0.021	6.9379968380829e-08	3	BdiBd21-3.1G0731700
BdiBd21-3.3G01381002	1.81118107327594e-12	0.591934795286257	0.473	0.312	7.07592221707444e-08	3	BdiBd21-3.3G0138100
BdiBd21-3.1G08152003	1.81777109017171e-12	0.907985348764973	0.365	0.227	7.10166809508285e-08	3	BdiBd21-3.1G0815200
BdiBd21-3.5G0325400	1.84136499594653e-12	0.449850293807536	0.157	0.064	7.19384476616391e-08	3	BdiBd21-3.5G0325400
BdiBd21-3.2G04241002	1.9596266563162e-12	1.71709031479262	0.185	0.089	7.65586942089612e-08	3	BdiBd21-3.2G0424100
BdiBd21-3.1G0322900	2.05452837057489e-12	1.27554621862266	0.1	0.033	8.02663143816197e-08	3	BdiBd21-3.1G0322900
BdiBd21-3.2G0332700	2.08501978776884e-12	1.88568549012916	0.037	0.005	8.1457553068553e-08	3	BdiBd21-3.2G0332700
BdiBd21-3.3G07194003	2.1063704976162e-12	0.551805237077577	0.591	0.414	8.22916826008698e-08	3	BdiBd21-3.3G0719400
BdiBd21-3.1G02426001	2.11127912124611e-12	0.781094149890547	0.228	0.114	8.24834527088429e-08	3	BdiBd21-3.1G0242600
BdiBd21-3.3G0416900	2.15974812967726e-12	4.60951895235666	0.014	0	8.43770399302311e-08	3	BdiBd21-3.3G0416900
BdiBd21-3.4G04843001	2.25289641705632e-12	0.895365970408943	0.255	0.138	8.80161572215564e-08	3	BdiBd21-3.4G0484300
BdiBd21-3.4G04214001	2.27584182968343e-12	1.30223767385061	0.12	0.045	8.8912588602072e-08	3	BdiBd21-3.4G0421400
BdiBd21-3.2G01203001	2.45442558164881e-12	0.758684476327969	0.314	0.181	9.58894986238559e-08	3	BdiBd21-3.2G0120300
BdiBd21-3.2G02107002	2.47000498417491e-12	1.25103622457234	0.155	0.064	9.64981547217455e-08	3	BdiBd21-3.2G0210700
BdiBd21-3.4G0037000	2.48352697895495e-12	0.916463943250931	0.232	0.119	9.70264320138119e-08	3	BdiBd21-3.4G0037000
BdiBd21-3.5G01221001	2.48769105873781e-12	0.998585249971006	0.22	0.111	9.71891142827689e-08	3	BdiBd21-3.5G0122100
BdiBd21-3.1G0912600	2.59598602182322e-12	0.551614532444372	0.348	0.2	1.0141998190059e-07	3	BdiBd21-3.1G0912600
BdiBd21-3.2G00107003	2.66706670312012e-12	0.794002186286424	0.334	0.2	1.04196961957497e-07	3	BdiBd21-3.2G0010700
BdiBd21-3.1G0555800	2.70105680296962e-12	2.3763163536358	0.039	0.006	1.05524887178417e-07	3	BdiBd21-3.1G0555800
BdiBd21-3.4G05364002	2.72165655651783e-12	0.809832395687359	0.283	0.157	1.06329678350039e-07	3	BdiBd21-3.4G0536400
BdiBd21-3.3G0105600	2.760740667783e-12	0.526861739383982	0.395	0.242	1.07856616408946e-07	3	BdiBd21-3.3G0105600
BdiBd21-3.1G02623002	2.77751772862316e-12	0.793330866818201	0.369	0.231	1.0851206262185e-07	3	BdiBd21-3.1G0262300
BdiBd21-3.4G02640001	2.79905739306043e-12	1.1854808357091	0.216	0.111	1.09353574232085e-07	3	BdiBd21-3.4G0264000
BdiBd21-3.5G02287001	2.88928265028849e-12	1.00787030573123	0.21	0.104	1.12878494581471e-07	3	BdiBd21-3.5G0228700
BdiBd21-3.1G01550001	3.01030153146602e-12	1.26286177994697	0.234	0.121	1.17606460231314e-07	3	BdiBd21-3.1G0155000
BdiBd21-3.2G0219000	3.07659621278507e-12	2.57348205834537	0.031	0.004	1.20196460841087e-07	3	BdiBd21-3.2G0219000
BdiBd21-3.3G05336001	3.09260648301553e-12	1.73179255338143	0.094	0.028	1.20821950078451e-07	3	BdiBd21-3.3G0533600
BdiBd21-3.2G0123600	3.18624198023827e-12	0.767447146435297	0.277	0.151	1.24480101683949e-07	3	BdiBd21-3.2G0123600
BdiBd21-3.1G03173002	3.21662857983533e-12	0.570968037503772	0.413	0.261	1.25667245357006e-07	3	BdiBd21-3.1G0317300
BdiBd21-3.1G0778800	3.33197065697355e-12	1.79743802523442	0.063	0.016	1.30173429626643e-07	3	BdiBd21-3.1G0778800
BdiBd21-3.1G01497001	3.3460509963769e-12	1.4620218689586	0.136	0.056	1.30723520326453e-07	3	BdiBd21-3.1G0149700
BdiBd21-3.5G01232001	3.51010680954966e-12	0.990151274410594	0.143	0.06	1.37132852835486e-07	3	BdiBd21-3.5G0123200
BdiBd21-3.3G07921001	3.51244996894632e-12	0.77579761367876	0.267	0.142	1.37224395386795e-07	3	BdiBd21-3.3G0792100
BdiBd21-3.3G0078700	3.51447631110199e-12	1.06805273381057	0.149	0.062	1.37303560522133e-07	3	BdiBd21-3.3G0078700
BdiBd21-3.2G03296001	3.67627985383988e-12	1.27371865079696	0.147	0.062	1.43624901329816e-07	3	BdiBd21-3.2G0329600
BdiBd21-3.1G01020001	3.71333743194508e-12	0.458043815404475	0.621	0.444	1.4507266679123e-07	3	BdiBd21-3.1G0102000
BdiBd21-3.2G06029001	3.71835845274287e-12	0.469633600656714	0.532	0.36	1.45268828031758e-07	3	BdiBd21-3.2G0602900
BdiBd21-3.4G0362200	3.96056729801454e-12	1.24129059001699	0.106	0.037	1.54731443198832e-07	3	BdiBd21-3.4G0362200
BdiBd21-3.3G07332001	4.06488100037705e-12	0.718881338511986	0.342	0.206	1.5880677092273e-07	3	BdiBd21-3.3G0733200
BdiBd21-3.1G00828001	4.18983874616321e-12	0.893603646565707	0.198	0.094	1.63688620135104e-07	3	BdiBd21-3.1G0082800
BdiBd21-3.2G02476001	4.20863771822314e-12	1.54486981438239	0.116	0.044	1.64423058375542e-07	3	BdiBd21-3.2G0247600
BdiBd21-3.4G0281000	4.25034594984178e-12	3.31692084660078	0.029	0.003	1.66052515568419e-07	3	BdiBd21-3.4G0281000
BdiBd21-3.2G0605600	4.38420746365726e-12	3.85611426678728	0.022	0.002	1.71282217190162e-07	3	BdiBd21-3.2G0605600
BdiBd21-3.1G03223001	4.41111617393247e-12	0.610637327517745	0.483	0.325	1.72333486683194e-07	3	BdiBd21-3.1G0322300
BdiBd21-3.1G02580003	4.47703725009708e-12	0.619364444817999	0.442	0.291	1.74908891286793e-07	3	BdiBd21-3.1G0258000
BdiBd21-3.1G09016001	4.47918989084744e-12	0.822905314627185	0.265	0.142	1.74992990655628e-07	3	BdiBd21-3.1G0901600
BdiBd21-3.2G0676300	4.60797448514115e-12	2.58311083961446	0.029	0.003	1.80024347185494e-07	3	BdiBd21-3.2G0676300
BdiBd21-3.1G06562001	4.61351548680208e-12	0.63235584689285	0.391	0.245	1.80240823038384e-07	3	BdiBd21-3.1G0656200
BdiBd21-3.1G02751001	4.65557145377869e-12	0.895778092084156	0.165	0.072	1.81883865556226e-07	3	BdiBd21-3.1G0275100
BdiBd21-3.4G00813003	4.67375000653484e-12	0.979663997465603	0.623	0.503	1.82594065255303e-07	3	BdiBd21-3.4G0081300
BdiBd21-3.1G0015732	4.70477599482912e-12	2.47942028669631	0.022	0.002	1.83806188565984e-07	3	BdiBd21-3.1G0015732
BdiBd21-3.1G06932001	4.77292726702052e-12	0.849982687165568	0.265	0.146	1.86468722467958e-07	3	BdiBd21-3.1G0693200
BdiBd21-3.2G04722002	4.82200392132536e-12	0.538332819778051	0.436	0.277	1.88386049198339e-07	3	BdiBd21-3.2G0472200
BdiBd21-3.1G01743002	4.85815142216009e-12	1.43292289263201	0.153	0.067	1.8979825976095e-07	3	BdiBd21-3.1G0174300
BdiBd21-3.3G0266700	5.25363520531149e-12	1.73504371520993	0.084	0.026	2.05249020201109e-07	3	BdiBd21-3.3G0266700
BdiBd21-3.4G02943002	5.29250929569877e-12	1.15447618660677	0.161	0.072	2.06767753164359e-07	3	BdiBd21-3.4G0294300
BdiBd21-3.4G01203001	5.46044484771628e-12	0.635599407219082	0.468	0.318	2.1332865931058e-07	3	BdiBd21-3.4G0120300
BdiBd21-3.1G06023002	5.47565120715695e-12	1.87341692847738	0.106	0.038	2.13922741361208e-07	3	BdiBd21-3.1G0602300
BdiBd21-3.2G0080300	5.48890357542677e-12	2.73641052036026	0.026	0.003	2.14440484884773e-07	3	BdiBd21-3.2G0080300
BdiBd21-3.3G0269500	5.54491827263313e-12	2.54892509482653	0.026	0.003	2.16628867075231e-07	3	BdiBd21-3.3G0269500
BdiBd21-3.1G01608001	5.63305624687056e-12	2.38744654760533	0.049	0.01	2.20072241452739e-07	3	BdiBd21-3.1G0160800
BdiBd21-3.3G00530001	5.7006990901882e-12	0.806572811470358	0.232	0.111	2.22714912055473e-07	3	BdiBd21-3.3G0053000
BdiBd21-3.2G0583100	5.79568735781306e-12	0.659410135999273	0.257	0.134	2.26425913695041e-07	3	BdiBd21-3.2G0583100
BdiBd21-3.5G0246100	5.80601059633749e-12	0.61345784255819	0.515	0.36	2.26829221977713e-07	3	BdiBd21-3.5G0246100
BdiBd21-3.4G0102600	5.85380632061483e-12	0.751060412068041	0.242	0.126	2.2869650533378e-07	3	BdiBd21-3.4G0102600
BdiBd21-3.2G03172002	5.94860994241208e-12	0.789992189666986	0.336	0.207	2.32400293230155e-07	3	BdiBd21-3.2G0317200
BdiBd21-3.1G10475001	6.13834120557732e-12	0.893144164862271	0.187	0.089	2.39812714219495e-07	3	BdiBd21-3.1G1047500
BdiBd21-3.3G0092900	6.19630371107267e-12	0.840130661934612	0.246	0.131	2.42077193384187e-07	3	BdiBd21-3.3G0092900
BdiBd21-3.2G0623200	6.26375071350177e-12	0.511658759454332	0.652	0.472	2.44712212875087e-07	3	BdiBd21-3.2G0623200
BdiBd21-3.1G0866300	6.33828361192204e-12	1.27493100580836	0.147	0.061	2.4762406415057e-07	3	BdiBd21-3.1G0866300
BdiBd21-3.5G03266001	6.39740861897874e-12	0.51062048756067	0.491	0.331	2.49933959926261e-07	3	BdiBd21-3.5G0326600
BdiBd21-3.1G03590002	6.90253044835837e-12	0.815802893410895	0.303	0.174	2.69668059556465e-07	3	BdiBd21-3.1G0359000
BdiBd21-3.1G05780002	7.04427357384561e-12	0.811588014069659	0.316	0.189	2.75205679983e-07	3	BdiBd21-3.1G0578000
BdiBd21-3.2G0685700	7.60729586491277e-12	0.66259686570883	0.297	0.167	2.97201834850412e-07	3	BdiBd21-3.2G0685700
BdiBd21-3.3G05093001	7.64859991171631e-12	0.956483673185852	0.155	0.067	2.98815501350933e-07	3	BdiBd21-3.3G0509300
BdiBd21-3.4G05249002	7.81633682744391e-12	0.840655704963125	0.34	0.21	3.05368647174579e-07	3	BdiBd21-3.4G0524900
BdiBd21-3.2G0596300	7.83752087517582e-12	0.699999381722008	0.24	0.124	3.06196265551369e-07	3	BdiBd21-3.2G0596300
BdiBd21-3.1G01540001	8.05132669849477e-12	0.582193923652658	0.383	0.24	3.14549231456794e-07	3	BdiBd21-3.1G0154000
BdiBd21-3.2G0142100	8.26170208101678e-12	2.04589728969994	0.041	0.007	3.22768176901164e-07	3	BdiBd21-3.2G0142100
BdiBd21-3.1G01200002	8.32898881618286e-12	1.97839610753539	0.065	0.017	3.25396935070632e-07	3	BdiBd21-3.1G0120000
BdiBd21-3.3G01454002	8.33354437234543e-12	0.913286502629323	0.312	0.186	3.25574911538791e-07	3	BdiBd21-3.3G0145400
BdiBd21-3.4G0480800	8.36293181012691e-12	4.69460628245619	0.018	0.001	3.26723019958038e-07	3	BdiBd21-3.4G0480800
BdiBd21-3.1G1006400	8.40876586751115e-12	4.56744034547741	0.018	0.001	3.28513664911926e-07	3	BdiBd21-3.1G1006400
BdiBd21-3.3G0137500	8.46583711805848e-12	2.01267162309294	0.045	0.009	3.30743324528309e-07	3	BdiBd21-3.3G0137500
BdiBd21-3.1G00186001	8.48949421781483e-12	0.788772273097163	0.338	0.202	3.3166756010159e-07	3	BdiBd21-3.1G0018600
BdiBd21-3.2G0443101	8.61808337552372e-12	3.91047482482441	0.018	0.001	3.36691281314961e-07	3	BdiBd21-3.2G0443101
BdiBd21-3.4G01250003	8.71243443713435e-12	0.777181787251571	0.346	0.213	3.40377388589965e-07	3	BdiBd21-3.4G0125000
BdiBd21-3.1G06138001	9.2064533413835e-12	0.504792998900043	0.564	0.403	3.59677719141171e-07	3	BdiBd21-3.1G0613800
BdiBd21-3.3G04298001	9.31360724293825e-12	2.01266010514101	0.071	0.02	3.63864007767112e-07	3	BdiBd21-3.3G0429800
BdiBd21-3.2G0310300	9.4262691222741e-12	1.30994388469881	0.108	0.037	3.68265482069005e-07	3	BdiBd21-3.2G0310300
BdiBd21-3.2G01970001	9.94897667842725e-12	1.2257057204104	0.09	0.029	3.88686620872796e-07	3	BdiBd21-3.2G0197000
BdiBd21-3.5G02246001	9.97633548848206e-12	0.813649007940195	0.218	0.111	3.89755474864017e-07	3	BdiBd21-3.5G0224600
BdiBd21-3.4G00953002	1.04431068110439e-11	0.725054275607515	0.358	0.223	4.07991296893865e-07	3	BdiBd21-3.4G0095300
BdiBd21-3.4G0390900	1.05171081807347e-11	1.1065706362004	0.212	0.109	4.10882382404941e-07	3	BdiBd21-3.4G0390900
BdiBd21-3.3G03616002	1.09635408740971e-11	0.513449035071405	0.277	0.149	4.28323614869225e-07	3	BdiBd21-3.3G0361600
BdiBd21-3.3G05595003	1.10584318673889e-11	0.376267771013826	0.78	0.582	4.32030816195149e-07	3	BdiBd21-3.3G0559500
BdiBd21-3.2G06134003	1.14820436030664e-11	0.671660605589861	0.556	0.405	4.48580479484599e-07	3	BdiBd21-3.2G0613400
BdiBd21-3.4G04147001	1.1616812320025e-11	0.953864126192005	0.289	0.17	4.53845623718738e-07	3	BdiBd21-3.4G0414700
BdiBd21-3.3G01306001	1.18130279804888e-11	2.0765225068808	0.065	0.017	4.61511377141736e-07	3	BdiBd21-3.3G0130600
BdiBd21-3.1G02988002	1.20276323817603e-11	0.81711116492167	0.126	0.049	4.69895541890612e-07	3	BdiBd21-3.1G0298800
BdiBd21-3.3G07806001	1.21516837099428e-11	0.757988465467533	0.244	0.131	4.74741979180045e-07	3	BdiBd21-3.3G0780600
BdiBd21-3.2G05835003	1.22822225201167e-11	0.663098633328538	0.428	0.283	4.7984186941592e-07	3	BdiBd21-3.2G0583500
BdiBd21-3.2G02137002	1.24439121006344e-11	1.14074508234351	0.181	0.088	4.86158757947584e-07	3	BdiBd21-3.2G0213700
BdiBd21-3.3G0243400	1.30292561949268e-11	0.41940648872306	0.843	0.764	5.09026981023401e-07	3	BdiBd21-3.3G0243400
BdiBd21-3.3G03561002	1.36709313044116e-11	1.13082095965329	0.151	0.066	5.34095944200752e-07	3	BdiBd21-3.3G0356100
BdiBd21-3.2G00977003	1.42171016941446e-11	2.13536047443802	0.086	0.029	5.55433728986842e-07	3	BdiBd21-3.2G0097700
BdiBd21-3.1G0211500	1.4862215480246e-11	0.443787249751337	0.513	0.339	5.8063703438225e-07	3	BdiBd21-3.1G0211500
BdiBd21-3.5G03380001	1.53155954275271e-11	0.899605121300309	0.21	0.107	5.98349682162627e-07	3	BdiBd21-3.5G0338000
BdiBd21-3.2G04119001	1.56771267276157e-11	0.941570202604562	0.134	0.055	6.1247398699449e-07	3	BdiBd21-3.2G0411900
BdiBd21-3.1G08601002	1.62102095376292e-11	0.871374229599431	0.316	0.192	6.33300466216097e-07	3	BdiBd21-3.1G0860100
BdiBd21-3.1G0330500	1.62422840238339e-11	0.676013824033431	0.356	0.22	6.34553552243143e-07	3	BdiBd21-3.1G0330500
BdiBd21-3.3G06224002	1.62831387983432e-11	0.907300114111706	0.291	0.168	6.36149666573673e-07	3	BdiBd21-3.3G0622400
BdiBd21-3.3G07137002	1.64945055853862e-11	1.01817803593512	0.181	0.087	6.44407344209867e-07	3	BdiBd21-3.3G0713700
BdiBd21-3.3G07243001	1.66349528735337e-11	1.28258830161965	0.098	0.034	6.49894338863214e-07	3	BdiBd21-3.3G0724300
BdiBd21-3.3G04469001	1.6770916548238e-11	0.53130532306426	0.365	0.222	6.55206167706563e-07	3	BdiBd21-3.3G0446900
BdiBd21-3.3G01877002	1.70720810154654e-11	0.65557272641713	0.393	0.255	6.66972061112201e-07	3	BdiBd21-3.3G0187700
BdiBd21-3.3G01993001	1.72904790451005e-11	0.458854568592576	0.611	0.436	6.75504435333985e-07	3	BdiBd21-3.3G0199300
BdiBd21-3.2G03045003	1.76779237630639e-11	0.516147396123031	0.57	0.416	6.9064112557538e-07	3	BdiBd21-3.2G0304500
BdiBd21-3.1G0175000	1.81925803359723e-11	2.6644237564272	0.049	0.011	7.10747728565766e-07	3	BdiBd21-3.1G0175000
BdiBd21-3.2G0787700	1.8909446520465e-11	1.23644982692163	0.165	0.077	7.38754256661527e-07	3	BdiBd21-3.2G0787700
BdiBd21-3.4G00871001	1.90120762428315e-11	0.881202921136018	0.232	0.125	7.4276379465494e-07	3	BdiBd21-3.4G0087100
BdiBd21-3.3G07781002	1.90901147557943e-11	1.75629342846723	0.132	0.053	7.45812603279372e-07	3	BdiBd21-3.3G0778100
BdiBd21-3.1G04374001	1.95318599554314e-11	1.38441980450543	0.134	0.057	7.63070704738794e-07	3	BdiBd21-3.1G0437400
BdiBd21-3.3G00891001	1.96042365341146e-11	0.684246199988551	0.436	0.29	7.65898312914791e-07	3	BdiBd21-3.3G0089100
BdiBd21-3.1G07227002	1.97674203808362e-11	0.828307986423658	0.261	0.145	7.72273579438509e-07	3	BdiBd21-3.1G0722700
BdiBd21-3.3G06522001	2.00865369697486e-11	1.53134920215635	0.096	0.033	7.84740826334139e-07	3	BdiBd21-3.3G0652200
BdiBd21-3.1G06223002	2.03495839040874e-11	0.737996460073895	0.45	0.311	7.95017543964885e-07	3	BdiBd21-3.1G0622300
BdiBd21-3.2G04585001	2.15794204324048e-11	0.711075605160204	0.314	0.185	8.4306479745319e-07	3	BdiBd21-3.2G0458500
BdiBd21-3.5G01405003	2.16222697575632e-11	0.832294126642917	0.295	0.174	8.44738834888478e-07	3	BdiBd21-3.5G0140500
BdiBd21-3.2G03990001	2.24183205659401e-11	1.30429403200613	0.118	0.046	8.7583894787015e-07	3	BdiBd21-3.2G0399000
BdiBd21-3.2G07906002	2.28062303215082e-11	0.672343691621679	0.385	0.249	8.90993806200684e-07	3	BdiBd21-3.2G0790600
BdiBd21-3.3G00317003	2.33369092721988e-11	0.598140884555069	0.497	0.344	9.11726371446262e-07	3	BdiBd21-3.3G0031700
BdiBd21-3.1G1025600	2.44138779247271e-11	0.445134967497768	0.554	0.389	9.53801382763237e-07	3	BdiBd21-3.1G1025600
BdiBd21-3.3G04655001	2.60249465459021e-11	1.84237241635105	0.106	0.039	1.0167426116553e-06	3	BdiBd21-3.3G0465500
BdiBd21-3.4G0222700	2.63496715450995e-11	3.73744338731249	0.022	0.002	1.02942896792395e-06	3	BdiBd21-3.4G0222700
